# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Client_Info,,,,,,,,,,
# 20201001-20210320,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Date,Metro,Region,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Lake Oswego,20210105,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Lincoln City,20201223,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Medford,20210106,Medford-Klamath Falls OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Medford,20210116,Medford-Klamath Falls OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Medford,20210227,Medford-Klamath Falls OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Medford,20210302,Medford-Klamath Falls OR,Oregon,1,1,1,0.00%,3,00:02:52,0
Newberg,20210221,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Portland,20201231,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Portland,20210111,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Portland,20210116,Portland OR,Oregon,1,1,1,0.00%,5,00:01:13,0
Portland,20210117,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Portland,20210126,Portland OR,Oregon,1,1,2,0.00%,6.5,00:01:13,0
Portland,20210131,Portland OR,Oregon,1,1,2,50.00%,3.5,00:03:07,0
Portland,20210211,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Portland,20210217,Portland OR,Oregon,1,1,1,0.00%,5,00:02:42,0
Portland,20210218,Portland OR,Oregon,1,1,1,0.00%,4,00:01:34,0
Portland,20210227,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Portland,20210304,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Portland,20210306,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Salem,20210104,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Salem,20210125,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Salem,20210131,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Salem,20210203,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Salem,20210212,Portland OR,Oregon,1,0,1,0.00%,2,00:00:01,0
Salem,20210218,Portland OR,Oregon,1,1,1,0.00%,3,00:00:54,0
Salem,20210301,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
St. Helens,20210102,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Sutherlin,20210216,Eugene OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Tualatin,20210123,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Woodburn,20201226,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Bala Cynwyd,20210316,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Bala Cynwyd,20210317,Philadelphia PA,Pennsylvania,1,1,1,0.00%,6,00:03:13,0
Bethel Park,20210201,Pittsburgh PA,Pennsylvania,1,1,1,0.00%,3,00:00:36,0
Broomall,20210206,Philadelphia PA,Pennsylvania,1,1,3,33.33%,2.33,00:00:37,0
Broomall,20210222,Philadelphia PA,Pennsylvania,1,1,1,0.00%,5,00:00:46,0
Carbondale,20210130,Wilkes Barre-Scranton PA,Pennsylvania,1,1,1,0.00%,6,00:00:51,0
Carlisle,20210111,Harrisburg-Lancaster-Lebanon-York PA,Pennsylvania,1,1,3,100.00%,1,00:00:00,0
Chalfont,20201226,Philadelphia PA,Pennsylvania,1,1,1,0.00%,6,00:01:18,0
Concordville,20210220,Philadelphia PA,Pennsylvania,1,1,1,0.00%,2,00:00:12,0
Doylestown,20210219,Philadelphia PA,Pennsylvania,1,1,1,0.00%,5,00:01:05,0
Doylestown,20210226,Philadelphia PA,Pennsylvania,1,1,2,0.00%,19,00:05:57,0
Easton,20210126,Philadelphia PA,Pennsylvania,1,1,2,100.00%,1,00:00:00,0
Easton,20210212,Philadelphia PA,Pennsylvania,1,0,1,100.00%,1,00:00:00,0
Erie,20210304,Erie PA,Pennsylvania,1,1,1,0.00%,3,00:00:32,0
Glenmoore,20210209,Philadelphia PA,Pennsylvania,1,1,1,0.00%,1,00:02:43,0
Greensburg,20210228,Pittsburgh PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Hershey,20210210,Harrisburg-Lancaster-Lebanon-York PA,Pennsylvania,1,1,1,0.00%,6,00:01:00,0
Industry,20210218,Pittsburgh PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Jamison,20210307,Philadelphia PA,Pennsylvania,1,1,1,0.00%,10,00:09:42,0
Lancaster,20210204,Harrisburg-Lancaster-Lebanon-York PA,Pennsylvania,1,1,1,0.00%,1,00:00:59,0
Lansdale,20210219,Philadelphia PA,Pennsylvania,1,1,1,0.00%,4,00:01:08,0
Lansdale,20210222,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Lansdale,20210302,Philadelphia PA,Pennsylvania,1,1,1,0.00%,3,00:01:14,0
Lansdale,20210310,Philadelphia PA,Pennsylvania,1,1,1,0.00%,13,00:04:43,0
Levittown,20210202,Philadelphia PA,Pennsylvania,1,1,1,0.00%,2,00:00:14,0
Malvern,20210313,Philadelphia PA,Pennsylvania,1,1,1,0.00%,5,00:01:35,0
Middletown,20210307,Harrisburg-Lancaster-Lebanon-York PA,Pennsylvania,1,1,2,100.00%,1,00:00:00,0
Monessen,20210311,Pittsburgh PA,Pennsylvania,1,1,1,0.00%,4,00:24:44,0
Monroeville,20210226,Pittsburgh PA,Pennsylvania,1,1,1,0.00%,3,00:00:50,0
Monroeville,20210227,Pittsburgh PA,Pennsylvania,1,1,2,100.00%,1,00:00:00,0
Monroeville,20210305,Pittsburgh PA,Pennsylvania,1,0,4,50.00%,2,00:00:22,0
Montgomeryville,20210305,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Oxford,20210209,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Philadelphia,20210109,Philadelphia PA,Pennsylvania,1,1,1,0.00%,3,00:05:57,0
Philadelphia,20210117,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Philadelphia,20210126,Philadelphia PA,Pennsylvania,1,1,1,0.00%,5,00:01:01,0
Philadelphia,20210127,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Philadelphia,20210130,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Philadelphia,20210205,Philadelphia PA,Pennsylvania,1,1,1,0.00%,4,00:00:49,0
Philadelphia,20210210,Philadelphia PA,Pennsylvania,1,1,2,50.00%,4.5,00:01:30,0
Philadelphia,20210216,Philadelphia PA,Pennsylvania,1,1,1,0.00%,5,00:05:58,0
Philadelphia,20210221,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Philadelphia,20210224,Philadelphia PA,Pennsylvania,1,1,1,0.00%,5,00:01:20,0
Philadelphia,20210310,Philadelphia PA,Pennsylvania,1,1,1,0.00%,4,00:01:16,0
Philadelphia,20210318,Philadelphia PA,Pennsylvania,1,1,1,0.00%,23,00:02:07,0
Pittsburgh,20210210,Pittsburgh PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Pittsburgh,20210226,Pittsburgh PA,Pennsylvania,1,1,2,50.00%,2.5,00:00:49,0
Pittsburgh,20210306,Pittsburgh PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Saint Marys,20210117,Johnstown-Altoona-State College PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Stroudsburg,20210314,Wilkes Barre-Scranton PA,Pennsylvania,1,1,1,0.00%,2,00:02:07,0
Wayne,20210114,Philadelphia PA,Pennsylvania,1,1,1,0.00%,5,00:00:56,0
West Chester,20210319,Philadelphia PA,Pennsylvania,1,1,1,0.00%,3,00:03:15,0
Bristol,20210228,"Providence-New Bedford,MA",Rhode Island,1,1,1,100.00%,1,00:00:00,0
Coventry,20210302,"Providence-New Bedford,MA",Rhode Island,1,1,1,0.00%,6,00:16:49,1
East Providence,20210218,"Providence-New Bedford,MA",Rhode Island,1,1,1,100.00%,1,00:00:00,0
Jamestown,20201227,"Providence-New Bedford,MA",Rhode Island,1,1,1,100.00%,1,00:00:00,0
Bluffton,20210223,Savannah GA,South Carolina,1,0,1,100.00%,1,00:00:00,0
Chapin,20210205,Columbia SC,South Carolina,1,1,1,0.00%,5,00:03:23,0
Charleston,20210202,Charleston SC,South Carolina,1,1,1,0.00%,4,00:06:33,0
Charleston,20210203,Charleston SC,South Carolina,1,1,1,0.00%,7,00:04:54,1
Charleston,20210204,Charleston SC,South Carolina,1,1,1,0.00%,2,00:00:13,0
Clemson,20210306,Greenville-Spartanburg-Asheville-Anderson,South Carolina,1,1,1,0.00%,3,00:00:41,0
Columbia,20210104,Columbia SC,South Carolina,1,1,1,100.00%,1,00:00:00,0
Columbia,20210301,Columbia SC,South Carolina,1,1,1,100.00%,1,00:00:00,0
Conway,20210117,Florence-Myrtle Beach SC,South Carolina,1,1,1,100.00%,1,00:00:00,0
Florence,20210130,Florence-Myrtle Beach SC,South Carolina,1,1,2,100.00%,1,00:00:00,0
Fort Mill,20210203,Charlotte NC,South Carolina,1,1,1,0.00%,3,00:00:27,0
Greer,20210202,Greenville-Spartanburg-Asheville-Anderson,South Carolina,1,1,1,100.00%,1,00:00:00,0
Hilton Head Island,20210201,Savannah GA,South Carolina,1,1,1,0.00%,4,00:02:01,0
Hilton Head Island,20210210,Savannah GA,South Carolina,1,1,1,100.00%,1,00:00:00,0
Hilton Head Island,20210216,Savannah GA,South Carolina,1,1,1,0.00%,7,00:02:24,0
Hilton Head Island,20210217,Savannah GA,South Carolina,1,1,1,0.00%,5,00:03:51,0
Lancaster,20210123,Charlotte NC,South Carolina,1,1,1,0.00%,8,00:03:45,0
Lancaster,20210130,Charlotte NC,South Carolina,1,1,1,0.00%,6,00:05:51,0
Mount Pleasant,20210129,Charleston SC,South Carolina,1,1,1,0.00%,21,00:15:56,2
Mount Pleasant,20210203,Charleston SC,South Carolina,1,1,1,0.00%,15,00:41:02,0
Mount Pleasant,20210204,Charleston SC,South Carolina,1,0,1,0.00%,2,00:00:09,0
Mount Pleasant,20210207,Charleston SC,South Carolina,1,1,1,100.00%,1,00:00:00,0
Mount Pleasant,20210209,Charleston SC,South Carolina,1,1,1,100.00%,1,00:00:00,0
Mount Pleasant,20210211,Charleston SC,South Carolina,1,1,1,0.00%,2,00:00:09,0
Mount Pleasant,20210213,Charleston SC,South Carolina,1,1,1,0.00%,5,00:01:13,0
Mount Pleasant,20210221,Charleston SC,South Carolina,1,1,1,0.00%,11,00:04:55,2
Mount Pleasant,20210301,Charleston SC,South Carolina,1,0,1,0.00%,14,00:09:38,0
North Charleston,20210108,Charleston SC,South Carolina,1,1,1,0.00%,2,00:00:23,0
North Charleston,20210115,Charleston SC,South Carolina,1,1,1,100.00%,1,00:00:00,0
North Charleston,20210225,Charleston SC,South Carolina,1,1,1,0.00%,8,00:06:58,0
North Charleston,20210301,Charleston SC,South Carolina,1,0,1,0.00%,4,00:00:29,0
North Myrtle Beach,20210218,Florence-Myrtle Beach SC,South Carolina,1,1,1,100.00%,1,00:00:00,0
North Myrtle Beach,20210226,Florence-Myrtle Beach SC,South Carolina,1,1,1,0.00%,2,00:00:47,0
Simpsonville,20210223,Greenville-Spartanburg-Asheville-Anderson,South Carolina,1,1,3,0.00%,3.33,00:09:30,1
Summerville,20210201,Charleston SC,South Carolina,1,1,2,0.00%,9,00:15:20,1
Brookings,20210315,Sioux Falls(Mitchell) SD,South Dakota,1,1,1,100.00%,1,00:00:00,0
Sturgis,20210103,Rapid City SD,South Dakota,1,1,1,100.00%,1,00:00:00,0
Winner,20210228,Sioux Falls(Mitchell) SD,South Dakota,1,1,1,0.00%,2,00:00:47,0
Brentwood,20210205,Nashville TN,Tennessee,1,1,1,0.00%,6,00:02:52,0
Brentwood,20210308,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Brentwood,20210311,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Chapel Hill,20210101,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Chattanooga,20210307,Chattanooga TN,Tennessee,1,1,1,0.00%,3,00:02:27,0
Chattanooga,20210308,Chattanooga TN,Tennessee,1,1,1,0.00%,3,00:02:46,0
Chattanooga,20210315,Chattanooga TN,Tennessee,1,1,1,0.00%,5,00:02:03,0
Clarksville,20210101,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Clarksville,20210104,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Clarksville,20210302,Nashville TN,Tennessee,1,1,1,0.00%,4,00:00:38,0
Cleveland,20201226,Chattanooga TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Collierville,20210201,Memphis TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Franklin,20210203,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Franklin,20210209,Nashville TN,Tennessee,1,1,1,0.00%,2,00:01:13,0
Franklin,20210219,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Franklin,20210312,Nashville TN,Tennessee,1,1,1,0.00%,5,00:03:38,0
Friendsville,20210226,Knoxville TN,Tennessee,1,1,1,0.00%,2,00:00:09,0
Germantown,20210119,Memphis TN,Tennessee,1,1,1,0.00%,3,00:10:45,0
Germantown,20210223,Memphis TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Germantown,20210306,Memphis TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Jackson,20210306,Jackson TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Knoxville,20210116,Knoxville TN,Tennessee,1,1,1,0.00%,6,00:04:54,0
Knoxville,20210313,Knoxville TN,Tennessee,1,1,1,0.00%,2,00:00:20,0
Maryville,20210115,Knoxville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Memphis,20210106,Memphis TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Memphis,20210108,Memphis TN,Tennessee,1,1,1,0.00%,4,00:02:33,0
Memphis,20210116,Memphis TN,Tennessee,1,0,1,100.00%,1,00:00:00,0
Memphis,20210126,Memphis TN,Tennessee,1,1,2,0.00%,4.5,00:02:56,0
Memphis,20210128,Memphis TN,Tennessee,1,1,2,0.00%,6,00:07:08,1
Memphis,20210201,Memphis TN,Tennessee,1,0,1,100.00%,1,00:00:00,0
Memphis,20210205,Memphis TN,Tennessee,1,1,3,33.33%,5,00:07:10,1
Memphis,20210206,Memphis TN,Tennessee,1,1,1,0.00%,13,00:18:49,1
Memphis,20210211,Memphis TN,Tennessee,1,1,2,0.00%,2.5,00:02:31,0
Memphis,20210223,Memphis TN,Tennessee,1,0,1,0.00%,2,00:00:10,0
Memphis,20210228,Memphis TN,Tennessee,1,1,1,0.00%,4,00:01:02,0
Memphis,20210303,Memphis TN,Tennessee,1,1,2,0.00%,7.5,00:03:45,0
Memphis,20210304,Memphis TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Memphis,20210308,Memphis TN,Tennessee,1,1,1,0.00%,10,00:21:12,1
Memphis,20210313,Memphis TN,Tennessee,1,1,1,0.00%,3,00:02:11,0
Memphis,20210314,Memphis TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Memphis,20210320,Memphis TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Nashville,20210110,Nashville TN,Tennessee,1,1,2,50.00%,5.5,00:01:03,0
Nashville,20210206,Nashville TN,Tennessee,1,1,2,50.00%,3,00:10:05,0
Nashville,20210207,Nashville TN,Tennessee,1,0,2,100.00%,1,00:00:00,0
Nashville,20210211,Nashville TN,Tennessee,1,1,1,0.00%,4,00:01:31,0
Nashville,20210216,Nashville TN,Tennessee,1,1,2,0.00%,12.5,00:31:22,2
Nashville,20210218,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Nashville,20210219,Nashville TN,Tennessee,1,1,1,0.00%,3,00:02:03,0
Nashville,20210224,Nashville TN,Tennessee,1,0,1,0.00%,2,00:00:32,0
Nashville,20210308,Nashville TN,Tennessee,1,1,1,0.00%,17,00:13:36,0
Nashville,20210316,Nashville TN,Tennessee,1,1,1,0.00%,4,00:02:00,0
Nashville,20210317,Nashville TN,Tennessee,1,1,1,0.00%,6,00:27:44,1
Nashville,20210319,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Paris,20210104,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Pigeon Forge,20201230,Knoxville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Pigeon Forge,20210126,Knoxville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Sevierville,20210220,Knoxville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Signal Mountain,20201224,Chattanooga TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Smithville,20210318,Nashville TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Trenton,20210121,Jackson TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Trenton,20210125,Jackson TN,Tennessee,1,0,1,100.00%,1,00:00:00,0
Trenton,20210205,Jackson TN,Tennessee,1,0,2,100.00%,1,00:00:00,0
Trenton,20210215,Jackson TN,Tennessee,1,1,1,100.00%,1,00:00:00,0
Abilene,20210308,Abilene-Sweetwater TX,Texas,1,1,1,0.00%,2,00:00:14,0
Addison,20210125,Dallas-Ft. Worth TX,Texas,1,1,1,0.00%,5,00:00:40,0
Addison,20210126,Dallas-Ft. Worth TX,Texas,1,0,1,0.00%,3,00:00:10,0
Allen,20210222,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Allen,20210304,Dallas-Ft. Worth TX,Texas,1,1,2,0.00%,7.5,00:04:01,0
Amarillo,20201225,Amarillo TX,Texas,1,1,1,100.00%,1,00:00:00,0
Amarillo,20210107,Amarillo TX,Texas,1,1,1,100.00%,1,00:00:00,0
Amarillo,20210121,Amarillo TX,Texas,1,1,1,100.00%,1,00:00:00,0
Amarillo,20210125,Amarillo TX,Texas,1,1,1,100.00%,1,00:00:00,0
Arlington,20201231,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Arlington,20210101,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Arlington,20210104,Dallas-Ft. Worth TX,Texas,1,0,4,100.00%,1,00:00:00,0
Arlington,20210106,Dallas-Ft. Worth TX,Texas,1,0,1,100.00%,1,00:00:00,0
Arlington,20210109,Dallas-Ft. Worth TX,Texas,1,0,2,100.00%,1,00:00:00,0
Arlington,20210114,Dallas-Ft. Worth TX,Texas,1,0,1,100.00%,1,00:00:00,0
Arlington,20210118,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Arlington,20210119,Dallas-Ft. Worth TX,Texas,1,0,1,100.00%,1,00:00:00,0
Arlington,20210131,Dallas-Ft. Worth TX,Texas,1,0,1,100.00%,1,00:00:00,0
Arlington,20210202,Dallas-Ft. Worth TX,Texas,1,0,1,100.00%,1,00:00:00,0
Arlington,20210203,Dallas-Ft. Worth TX,Texas,1,0,1,0.00%,5,00:00:07,0
Arlington,20210320,Dallas-Ft. Worth TX,Texas,1,1,2,50.00%,2.5,00:01:30,0
Austin,20210110,Austin TX,Texas,1,0,1,0.00%,2,00:00:48,0
Austin,20210111,Austin TX,Texas,1,0,1,0.00%,2,00:00:14,0
Austin,20210115,Austin TX,Texas,1,1,1,0.00%,4,00:01:24,0
Austin,20210123,Austin TX,Texas,1,0,2,100.00%,1,00:00:00,0
Austin,20210125,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Austin,20210126,Austin TX,Texas,1,1,1,0.00%,3,00:02:13,0
Austin,20210127,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Austin,20210201,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Austin,20210203,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Austin,20210204,Austin TX,Texas,1,1,2,0.00%,3,00:02:00,0
Austin,20210206,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Austin,20210213,Austin TX,Texas,1,1,1,0.00%,8,00:01:29,0
Austin,20210219,Austin TX,Texas,1,1,1,0.00%,3,00:01:45,0
Austin,20210225,Austin TX,Texas,1,1,3,33.33%,3.33,00:01:36,0
Austin,20210301,Austin TX,Texas,1,1,1,0.00%,7,00:02:06,0
Austin,20210302,Austin TX,Texas,1,0,1,100.00%,1,00:00:00,0
Austin,20210305,Austin TX,Texas,1,1,1,0.00%,2,00:00:24,0
Austin,20210307,Austin TX,Texas,1,1,2,0.00%,10,00:15:57,2
Austin,20210308,Austin TX,Texas,1,1,1,0.00%,4,00:00:50,0
Austin,20210309,Austin TX,Texas,1,1,1,0.00%,7,00:07:19,0
Austin,20210317,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Azle,20210105,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Baytown,20210212,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Baytown,20210221,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Beaumont,20210218,Beaumont-Port Arthur TX,Texas,1,1,1,100.00%,1,00:00:00,0
Beaumont,20210309,Beaumont-Port Arthur TX,Texas,1,1,1,100.00%,1,00:00:00,0
Bedford,20210227,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Bedford,20210309,Dallas-Ft. Worth TX,Texas,1,1,1,0.00%,2,00:02:00,0
Bedford,20210310,Dallas-Ft. Worth TX,Texas,1,1,2,0.00%,6,00:11:56,1
Boerne,20210104,San Antonio TX,Texas,1,1,1,100.00%,1,00:00:00,0
Boerne,20210204,San Antonio TX,Texas,1,1,1,0.00%,20,00:11:20,0
Boerne,20210224,San Antonio TX,Texas,1,1,1,0.00%,2,00:02:24,0
Breckenridge,20210104,Abilene-Sweetwater TX,Texas,1,1,1,100.00%,1,00:00:00,0
Buda,20210206,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Bulverde,20210317,San Antonio TX,Texas,1,1,1,100.00%,1,00:00:00,0
Burleson,20210207,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Carrollton,20201224,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Carrollton,20210130,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Carrollton,20210220,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Carrollton,20210221,Dallas-Ft. Worth TX,Texas,1,1,2,0.00%,8,00:03:15,0
Carrollton,20210222,Dallas-Ft. Worth TX,Texas,1,1,2,0.00%,9,00:13:36,2
Carrollton,20210224,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Carrollton,20210228,Dallas-Ft. Worth TX,Texas,1,1,1,0.00%,3,00:00:40,0
Carrollton,20210308,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Cedar Park,20210106,Austin TX,Texas,1,1,1,0.00%,7,00:21:37,0
Cedar Park,20210107,Austin TX,Texas,1,0,1,0.00%,6,00:20:36,1
Cedar Park,20210109,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Cedar Park,20210202,Austin TX,Texas,1,1,1,0.00%,4,00:01:37,0
Cedar Park,20210224,Austin TX,Texas,1,1,2,0.00%,5,00:01:35,0
Cedar Park,20210226,Austin TX,Texas,1,1,1,0.00%,6,00:03:18,0
Cedar Park,20210228,Austin TX,Texas,1,1,1,0.00%,4,00:07:49,0
Cleburne,20201223,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Cleburne,20210118,Dallas-Ft. Worth TX,Texas,1,0,1,100.00%,1,00:00:00,0
Cleveland,20201230,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
College Station,20210103,Waco-Temple-Bryan TX,Texas,1,1,2,100.00%,1,00:00:00,0
College Station,20210104,Waco-Temple-Bryan TX,Texas,1,1,1,100.00%,1,00:00:00,0
College Station,20210120,Waco-Temple-Bryan TX,Texas,1,1,1,100.00%,1,00:00:00,0
College Station,20210124,Waco-Temple-Bryan TX,Texas,1,0,1,100.00%,1,00:00:00,0
College Station,20210211,Waco-Temple-Bryan TX,Texas,1,1,1,100.00%,1,00:00:00,0
College Station,20210214,Waco-Temple-Bryan TX,Texas,1,1,1,100.00%,1,00:00:00,0
College Station,20210308,Waco-Temple-Bryan TX,Texas,1,1,1,0.00%,15,00:06:31,0
Conroe,20210102,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210112,Houston TX,Texas,1,1,1,0.00%,10,00:07:23,0
Conroe,20210123,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210213,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210216,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210222,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210224,Houston TX,Texas,1,0,1,100.00%,1,00:00:00,0
Conroe,20210226,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210301,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210304,Houston TX,Texas,1,0,1,100.00%,1,00:00:00,0
Conroe,20210305,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Conroe,20210308,Houston TX,Texas,1,0,1,100.00%,1,00:00:00,0
Converse,20210308,San Antonio TX,Texas,1,1,1,100.00%,1,00:00:00,0
Coppell,20210119,Dallas-Ft. Worth TX,Texas,1,1,1,0.00%,5,00:01:41,0
Coppell,20210127,Dallas-Ft. Worth TX,Texas,1,1,2,0.00%,21.5,00:17:28,2
Coppell,20210202,Dallas-Ft. Worth TX,Texas,1,1,1,0.00%,5,00:01:31,0
Coppell,20210203,Dallas-Ft. Worth TX,Texas,1,0,1,0.00%,8,00:02:05,0
Coppell,20210206,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Coppell,20210315,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Corpus Christi,20210112,Corpus Christi TX,Texas,1,1,1,100.00%,1,00:00:00,0
Corpus Christi,20210212,Corpus Christi TX,Texas,1,1,1,100.00%,1,00:00:00,0
Corsicana,20210103,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Cypress,20210109,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Cypress,20210116,Houston TX,Texas,1,1,1,0.00%,2,00:00:08,0
Cypress,20210125,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Cypress,20210127,Houston TX,Texas,1,1,1,0.00%,5,00:02:01,0
Cypress,20210128,Houston TX,Texas,1,1,1,0.00%,27,00:27:44,2
Cypress,20210208,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Cypress,20210303,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
Dallas,20201219,Dallas-Ft. Worth TX,Texas,1,0,1,0.00%,2,00:00:45,0
Dallas,20201220,Dallas-Ft. Worth TX,Texas,1,1,1,0.00%,2,00:00:43,0
Dallas,20201222,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Dallas,20201223,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
Dallas,20201227,Dallas-Ft. Worth TX,Texas,1,1,1,100.00%,1,00:00:00,0
